"player_name","field_goal_attempt","games_played","minutes_played_per_game","year"
"Tariq Abdul-Wahad","8.3","49","24.6","1998"
"Shareef Abdur-Rahim","17.9","50","40.4","1998"
"Cory Alexander","7.2","36","21.6","1998"
"Ray Allen","13.5","50","34.4","1998"
"Peter Aluma","1.0","2","2.5","1998"
"Derek Anderson","8.3","38","25.7","1998"
"Kenny Anderson","10.5","34","29.7","1998"
"Nick Anderson","13.6","47","33.6","1998"
"Shandon Anderson","7.3","50","21.4","1998"
"Chris Anstey","3.4","41","11.5","1998"
"Greg Anthony","5.0","50","16.1","1998"
"B.J. Armstrong","2.8","32","11.2","1998"
"Darrell Armstrong","10.4","50","30.0","1998"
"Keith Askins","1.9","33","12.6","1998"
"Stacey Augmon","3.6","48","18.2","1998"
"Isaac Austin","9.2","49","25.7","1998"
"Anthony Avent","2.6","5","8.8","1998"
"Thurl Bailey","4.1","43","12.6","1998"
"Toby Bailey","3.2","27","9.2","1998"
"LaMark Baker","1.0","1","2.0","1998"
"Vin Baker","12.9","34","34.2","1998"
"Charles Barkley","12.0","42","36.3","1998"
"Dana Barros","7.4","50","23.1","1998"
"Brent Barry","9.6","37","31.9","1998"
"Drew Barry","1.9","17","10.8","1998"
"Jon Barry","3.2","43","17.1","1998"
"Tony Battie","5.7","50","22.4","1998"
"Corey Beck","1.6","24","7.5","1998"
"Benoit Benjamin","1.2","6","5.5","1998"
"Corey Benjamin","3.8","31","10.3","1998"
"Mario Bennett","2.0","3","6.3","1998"
"Travis Best","6.2","49","21.3","1998"
"Mike Bibby","12.1","50","35.2","1998"
"Chauncey Billups","11.0","45","33.1","1998"
"Mookie Blaylock","13.6","48","36.7","1998"
"Corie Blount","2.9","34","15.6","1998"
"Muggsy Bogues","4.3","36","19.8","1998"
"Etdrick Bohannon","0.0","2","2.0","1998"
"Keith Booth","3.9","39","11.1","1998"
"Bruce Bowen","3.1","30","16.5","1998"
"Earl Boykins","3.6","22","10.0","1998"
"Shawn Bradley","7.1","49","26.4","1998"
"Terrell Brandon","14.1","36","33.8","1998"
"Chucky Brown","7.8","48","24.8","1998"
"Dee Brown","10.1","49","28.1","1998"
"Gerald Brown","2.7","33","7.2","1998"
"P.J. Brown","9.5","50","32.2","1998"
"Randy Brown","8.2","39","29.2","1998"
"Rick Brunson","1.2","17","5.6","1998"
"Kobe Bryant","15.6","50","37.9","1998"
"Mark Bryant","7.7","45","26.8","1998"
"Jud Buechler","4.8","50","21.1","1998"
"Matt Bullard","2.8","41","10.1","1998"
"Scott Burrell","6.5","32","22.1","1998"
"Willie Burton","2.3","3","6.0","1998"
"Mitchell Butler","4.5","31","13.5","1998"
"Jason Caffey","7.9","35","25.0","1998"
"Marcus Camby","5.7","46","20.5","1998"
"Elden Campbell","9.5","49","29.8","1998"
"Antoine Carr","2.9","18","8.4","1998"
"Chris Carr","5.3","39","11.4","1998"
"Cory Carr","5.1","42","14.9","1998"
"Vince Carter","15.3","50","35.2","1998"
"Sam Cassell","11.6","8","24.9","1998"
"Kelvin Cato","3.0","43","12.7","1998"
"Duane Causwell","1.8","19","7.2","1998"
"Cedric Ceballos","10.8","13","27.1","1998"
"Rex Chapman","12.1","38","31.1","1998"
"Calbert Cheaney","8.3","50","25.3","1998"
"Pete Chilcutt","3.7","46","15.2","1998"
"Chris Childs","5.6","48","27.0","1998"
"Doug Christie","13.0","50","35.4","1998"
"Keon Clark","2.9","28","14.6","1998"
"Keith Closs","1.5","15","5.8","1998"
"John Coker","2.2","14","7.0","1998"
"Derrick Coleman","11.0","37","31.8","1998"
"Bimbo Coles","8.6","48","26.5","1998"
"Marty Conlon","1.9","7","5.0","1998"
"Tyrone Corbin","7.1","47","22.7","1998"
"James Cotton","1.8","10","5.9","1998"
"Chris Crawford","6.1","42","18.7","1998"
"Austin Croshere","2.8","27","9.2","1998"
"John Crotty","4.6","27","14.1","1998"
"Terry Cummings","8.5","50","20.2","1998"
"William Cunningham","1.1","16","10.1","1998"
"Bill Curley","2.1","35","10.6","1998"
"Dell Curry","8.0","42","20.6","1998"
"Michael Curry","4.1","50","22.9","1998"
"Erick Dampier","8.3","50","28.3","1998"
"Antonio Daniels","3.9","47","13.1","1998"
"Kornél Dávid","4.9","50","18.0","1998"
"Antonio Davis","7.1","49","25.9","1998"
"Ben Davis","2.1","8","2.6","1998"
"Dale Davis","6.0","50","27.5","1998"
"Hubert Davis","7.9","50","27.6","1998"
"Mark Davis","1.5","4","8.8","1998"
"Ricky Davis","4.3","46","12.1","1998"
"Terry Davis","2.5","37","15.6","1998"
"Andrew DeClercq","5.9","47","23.4","1998"
"Terry Dehere","3.3","26","11.2","1998"
"Vinny Del Negro","5.6","48","22.8","1998"
"Bison Dele","8.8","49","24.0","1998"
"Tony Delk","7.0","36","17.5","1998"
"Michael Dickerson","9.2","50","31.2","1998"
"Vlade Divac","11.1","50","35.2","1998"
"Michael Doleac","5.4","49","15.9","1998"
"Sherman Douglas","7.3","30","28.1","1998"
"Bryce Drew","3.8","34","13.0","1998"
"Chris Dudley","2.4","46","14.9","1998"
"Joe Dumars","9.2","38","29.4","1998"
"Tim Duncan","16.9","50","39.3","1998"
"Blue Edwards","3.0","24","11.8","1998"
"Howard Eisley","6.3","50","20.8","1998"
"Mario Elie","7.0","47","27.5","1998"
"Sean Elliott","10.1","50","30.2","1998"
"Dale Ellis","8.2","48","25.7","1998"
"LaPhonso Ellis","9.5","20","27.0","1998"
"Brian Evans","2.8","16","9.1","1998"
"Patrick Ewing","14.9","38","34.2","1998"
"Jamie Feick","4.8","28","30.4","1998"
"Duane Ferrell","1.8","8","5.8","1998"
"Danny Ferry","5.9","50","21.2","1998"
"Michael Finley","17.5","50","41.0","1998"
"Derek Fisher","5.3","50","22.6","1998"
"Danny Fortson","7.7","50","28.3","1998"
"Greg Foster","3.3","42","10.9","1998"
"Rick Fox","7.5","44","21.5","1998"
"Adonal Foyle","2.8","44","14.0","1998"
"Todd Fuller","3.0","42","11.0","1998"
"Lawrence Funderburke","6.4","47","19.9","1998"
"Kevin Garnett","19.1","47","37.9","1998"
"Marlon Garnett","2.1","24","8.5","1998"
"Dean Garrett","4.7","49","21.5","1998"
"Pat Garrity","4.4","39","13.8","1998"
"Chris Gatling","5.5","48","16.1","1998"
"Andrew Gaze","1.3","19","3.1","1998"
"Matt Geiger","11.1","50","30.8","1998"
"Kendall Gill","11.9","50","32.1","1998"
"Armen Gilliam","6.6","34","19.6","1998"
"Brian Grant","8.0","48","31.8","1998"
"Gary Grant","0.5","2","3.5","1998"
"Harvey Grant","3.6","47","17.0","1998"
"Horace Grant","9.1","50","33.2","1998"
"Paul Grant","1.0","6","2.2","1998"
"Ed Gray","6.1","30","11.2","1998"
"A.C. Green","5.1","50","18.5","1998"
"Litterial Green","1.0","1","2.0","1998"
"Tom Gugliotta","13.3","43","36.3","1998"
"Tom Hammonds","3.7","49","14.6","1998"
"Anfernee Hardaway","14.3","50","38.9","1998"
"Tim Hardaway","15.7","48","36.9","1998"
"Derek Harper","6.5","45","24.9","1998"
"Ron Harper","11.1","35","31.6","1998"
"Matt Harpring","6.4","50","22.3","1998"
"Al Harrington","2.7","21","7.6","1998"
"Othella Harrington","7.4","41","22.0","1998"
"Lucious Harris","5.0","36","16.7","1998"
"Hersey Hawkins","8.2","50","32.9","1998"
"Michael Hawkins","1.7","24","8.5","1998"
"Alan Henderson","11.1","38","30.1","1998"
"Cedric Henderson","9.1","50","30.3","1998"
"J.R. Henderson","3.2","30","11.0","1998"
"Mark Hendrickson","4.0","22","18.1","1998"
"Steve Henson","0.5","4","6.3","1998"
"Carl Herrera","2.7","28","11.0","1998"
"Grant Hill","16.0","50","37.0","1998"
"Tyrone Hill","7.1","38","29.1","1998"
"Fred Hoiberg","1.8","12","7.3","1998"
"Jerald Honeycutt","2.0","16","6.4","1998"
"Jeff Hornacek","9.4","48","29.9","1998"
"Robert Horry","3.8","38","19.6","1998"
"Allan Houston","14.1","50","36.3","1998"
"Juwan Howard","16.8","36","39.7","1998"
"Troy Hudson","6.0","25","21.0","1998"
"Larry Hughes","8.3","50","19.8","1998"
"Lindsey Hunter","10.7","49","35.8","1998"
"Zydrunas Ilgauskas","11.4","5","34.2","1998"
"Allen Iverson","22.0","48","41.5","1998"
"Bobby Jackson","7.0","50","18.8","1998"
"Jaren Jackson","6.0","47","18.3","1998"
"Jim Jackson","7.6","49","24.0","1998"
"Mark Jackson","6.7","49","28.2","1998"
"Randell Jackson","4.0","27","10.0","1998"
"Sam Jacobson","2.5","2","6.0","1998"
"Jerome James","1.5","16","2.6","1998"
"Antawn Jamison","8.4","47","22.5","1998"
"Anthony Johnson","4.6","49","18.1","1998"
"Avery Johnson","9.2","50","33.4","1998"
"Eddie Johnson","4.3","3","6.0","1998"
"Ervin Johnson","3.8","50","20.5","1998"
"Larry Johnson","9.3","49","33.4","1998"
"Charles Jones","4.2","29","16.4","1998"
"Damon Jones","5.0","24","14.3","1998"
"Eddie Jones","11.9","50","37.6","1998"
"Popeye Jones","2.8","18","11.4","1998"
"Adonis Jordan","1.0","4","4.5","1998"
"Reggie Jordan","2.0","27","11.0","1998"
"Adam Keefe","2.8","44","14.6","1998"
"Shawn Kemp","13.7","42","35.1","1998"
"Jonathan Kerner","1.0","1","5.0","1998"
"Steve Kerr","4.0","44","16.7","1998"
"Jerome Kersey","4.4","45","15.5","1998"
"Jason Kidd","14.0","50","41.2","1998"
"Chris King","0.9","8","5.3","1998"
"Gerard King","0.7","19","3.3","1998"
"Kerry Kittles","13.3","46","34.1","1998"
"Joe Kleine","2.4","31","12.1","1998"
"Brevin Knight","8.1","39","30.4","1998"
"Negele Knight","1.3","6","9.3","1998"
"Travis Knight","3.5","37","14.2","1998"
"Toni Kukoč","17.0","44","37.6","1998"
"Christian Laettner","6.6","16","21.1","1998"
"Raef LaFrentz","10.8","12","32.3","1998"
"Andrew Lang","4.7","21","18.4","1998"
"Antonio Lang","0.6","10","6.5","1998"
"Rusty LaRue","5.0","43","17.0","1998"
"Tim Legler","3.8","30","12.6","1998"
"Voshon Lenard","6.6","12","15.8","1998"
"Rashard Lewis","2.6","20","7.3","1998"
"Randy Livingston","8.0","1","22.0","1998"
"Grant Long","7.2","50","27.6","1998"
"Luc Longley","7.4","39","23.9","1998"
"Felipe López","8.1","47","25.9","1998"
"Tyronn Lue","4.3","15","12.5","1998"
"George Lynch","8.1","43","30.6","1998"
"Sam Mack","8.7","44","24.6","1998"
"Don MacLean","9.4","17","21.5","1998"
"Mark Macon","2.9","7","9.9","1998"
"Rick Mahorn","1.1","16","7.9","1998"
"Dan Majerle","6.2","48","33.8","1998"
"Karl Malone","16.3","49","37.4","1998"
"Matt Maloney","1.9","15","12.4","1998"
"Danny Manning","7.7","50","23.7","1998"
"Stephon Marbury","18.0","49","38.7","1998"
"Sean Marks","1.0","8","3.5","1998"
"Donyell Marshall","10.3","48","26.0","1998"
"Darrick Martin","7.5","37","25.4","1998"
"Jamal Mashburn","12.4","24","35.6","1998"
"Tony Massenburg","9.0","43","26.6","1998"
"Vernon Maxwell","9.2","46","21.9","1998"
"Lee Mayberry","2.1","9","14.0","1998"
"Kelly McCarty","1.5","2","2.0","1998"
"Walter McCarty","5.5","32","20.6","1998"
"George McCloud","6.8","48","25.9","1998"
"Jelani McCoy","2.9","26","12.7","1998"
"Antonio McDyess","17.6","50","38.7","1998"
"Tracy McGrady","7.9","49","22.6","1998"
"Jim McIlvaine","2.3","22","12.2","1998"
"Jeff McInnis","3.8","35","12.2","1998"
"Derrick McKey","4.0","13","18.8","1998"
"Aaron McKie","4.7","50","19.2","1998"
"Roshown McLeod","4.8","34","10.2","1998"
"Ron Mercer","17.2","41","37.8","1998"
"Loren Meyer","2.0","14","5.0","1998"
"Marko Milič","1.8","11","4.8","1998"
"Anthony Miller","2.1","29","8.6","1998"
"Brad Miller","3.6","38","12.3","1998"
"Oliver Miller","2.8","4","8.8","1998"
"Reggie Miller","13.4","50","35.7","1998"
"Chris Mills","9.6","47","29.7","1998"
"Terry Mills","8.0","1","29.0","1998"
"Greg Minor","4.6","44","17.4","1998"
"Sam Mitchell","10.4","50","26.9","1998"
"Cuttino Mobley","8.3","49","29.7","1998"
"Nazr Mohammed","1.6","26","4.7","1998"
"Eric Montross","1.7","46","12.5","1998"
"Mikki Moore","0.5","2","3.0","1998"
"Chris Morris","3.4","44","12.2","1998"
"Alonzo Mourning","13.8","46","38.1","1998"
"Chris Mullin","7.4","50","23.6","1998"
"Eric Murdock","7.6","15","26.7","1998"
"Gheorghe Mureșan","1.0","1","1.0","1998"
"Lamond Murray","11.6","50","26.3","1998"
"Tracy Murray","6.6","36","18.1","1998"
"Dikembe Mutombo","6.8","50","36.6","1998"
"Makhtar N'Diaye","1.0","4","6.8","1998"
"Steve Nash","7.9","40","31.7","1998"
"Tyrone Nesby","8.1","50","25.8","1998"
"Rasho Nesterović","6.0","2","15.0","1998"
"Johnny Newman","5.0","50","19.0","1998"
"Moochie Norris","3.3","12","11.7","1998"
"Dirk Nowitzki","7.1","47","20.4","1998"
"Charles O'Bannon","3.1","18","9.2","1998"
"Jermaine O'Neal","2.3","36","8.6","1998"
"Shaquille O'Neal","18.1","49","34.8","1998"
"Charles Oakley","6.5","50","32.7","1998"
"Hakeem Olajuwon","14.5","50","35.7","1998"
"Jimmy Oliver","1.5","2","5.5","1998"
"Kevin Ollie","1.8","8","9.0","1998"
"Michael Olowokandi","8.9","45","28.4","1998"
"Greg Ostertag","4.3","48","27.9","1998"
"Bo Outlaw","5.0","31","27.5","1998"
"Doug Overton","3.5","24","10.2","1998"
"Billy Owens","7.9","21","21.5","1998"
"Robert Pack","7.0","25","18.7","1998"
"Anthony Parker","0.5","2","1.5","1998"
"Cherokee Parks","5.7","48","23.3","1998"
"Andrae Patterson","2.8","35","8.1","1998"
"Ruben Patterson","2.1","24","6.0","1998"
"Gary Payton","18.5","50","40.2","1998"
"Anthony Peeler","9.7","28","28.9","1998"
"Will Perdue","1.6","37","12.0","1998"
"Sam Perkins","4.2","48","16.4","1998"
"Elliot Perry","2.9","35","8.3","1998"
"Chuck Person","5.8","50","19.8","1998"
"Wesley Person","9.7","45","29.8","1998"
"Bobby Phills","11.6","43","36.6","1998"
"Eric Piatkowski","8.5","49","25.3","1998"
"Paul Pierce","13.5","48","34.0","1998"
"Scottie Pippen","12.1","50","40.2","1998"
"Scot Pollard","3.8","16","16.2","1998"
"Olden Polynice","7.5","48","30.9","1998"
"Mark Pope","1.8","4","6.5","1998"
"Terry Porter","7.4","50","27.3","1998"
"Vitaly Potapenko","8.2","50","27.9","1998"
"Brent Price","5.2","40","20.2","1998"
"Theo Ratliff","8.4","50","32.5","1998"
"Eldridge Recasner","4.2","44","16.1","1998"
"Bryant Reeves","10.0","25","28.1","1998"
"Khalid Reeves","1.9","11","10.2","1998"
"Don Reid","3.7","47","19.9","1998"
"J.R. Reid","6.8","41","25.1","1998"
"Shawn Respert","3.0","12","8.3","1998"
"Rodrick Rhodes","4.0","13","12.0","1998"
"Glen Rice","14.7","27","36.5","1998"
"Pooh Richardson","3.3","11","11.8","1998"
"Mitch Richmond","16.1","50","38.2","1998"
"Isaiah Rider","12.9","47","29.5","1998"
"Eric Riley","1.5","35","9.6","1998"
"Stanley Roberts","2.2","6","5.5","1998"
"Clifford Robinson","12.6","50","34.8","1998"
"David Robinson","10.8","49","31.7","1998"
"Glenn Robinson","16.1","47","33.6","1998"
"James Robinson","6.0","31","16.3","1998"
"Dennis Rodman","2.0","23","28.6","1998"
"Carlos Rogers","1.0","2","4.0","1998"
"Rodney Rogers","6.3","47","20.6","1998"
"Sean Rooks","2.2","36","8.8","1998"
"Jalen Rose","10.1","49","25.3","1998"
"Malik Rose","4.3","47","12.9","1998"
"Bryon Russell","9.4","50","35.4","1998"
"Arvydas Sabonis","9.6","50","27.0","1998"
"Jason Sasser","1.8","6","6.5","1998"
"Danny Schayes","1.5","19","7.5","1998"
"Dwayne Schintzius","1.0","16","4.2","1998"
"Detlef Schrempf","11.0","50","35.3","1998"
"Dennis Scott","5.9","36","20.5","1998"
"Malik Sealy","7.5","31","23.6","1998"
"Rony Seikaly","2.2","9","9.8","1998"
"Charles Shackleford","2.8","32","11.5","1998"
"Brian Shaw","1.0","1","5.0","1998"
"Casey Shaw","0.9","9","1.6","1998"
"Jeff Sheppard","2.2","18","10.3","1998"
"Miles Simon","1.0","5","3.8","1998"
"Dickey Simpkins","6.5","50","29.0","1998"
"Alvin Sims","2.5","4","6.3","1998"
"Brian Skinner","3.4","21","12.3","1998"
"Reggie Slater","2.7","30","8.8","1998"
"Charles Smith","4.2","23","13.8","1998"
"Joe Smith","12.1","43","33.0","1998"
"Michael Smith","3.0","48","22.9","1998"
"Steve Smith","15.0","36","36.5","1998"
"Rik Smits","12.9","49","25.9","1998"
"Eric Snow","7.3","48","35.8","1998"
"Felton Spencer","1.3","26","6.1","1998"
"Latrell Sprewell","14.0","37","33.3","1998"
"Ryan Stack","2.1","18","11.1","1998"
"Jerry Stackhouse","11.6","42","28.3","1998"
"John Starks","14.6","50","33.7","1998"
"Vladimir Stepania","5.4","23","13.6","1998"
"Michael Stewart","1.3","42","9.4","1998"
"Bryant Stith","6.3","46","26.0","1998"
"John Stockton","8.2","50","28.2","1998"
"Peja Stojaković","7.8","48","21.4","1998"
"Damon Stoudamire","12.6","50","33.5","1998"
"Erick Strickland","6.7","33","17.2","1998"
"Mark Strickland","3.2","32","11.2","1998"
"Rod Strickland","13.7","44","37.1","1998"
"Derek Strong","4.1","44","15.8","1998"
"Bruno Šundov","2.3","3","3.7","1998"
"Bob Sura","4.2","50","16.8","1998"
"Johnny Taylor","5.5","36","20.1","1998"
"Maurice Taylor","14.7","46","32.7","1998"
"John Thomas","3.2","39","15.2","1998"
"Kurt Thomas","7.4","50","23.6","1998"
"Tim Thomas","5.6","50","16.2","1998"
"Otis Thorpe","9.0","49","31.4","1998"
"Robert Traylor","4.1","49","16.0","1998"
"Gary Trent","13.4","45","30.3","1998"
"Nick Van Exel","15.4","50","36.0","1998"
"Keith Van Horn","17.9","42","37.5","1998"
"David Vaughn","2.4","10","10.3","1998"
"Jacque Vaughn","1.6","19","4.6","1998"
"Loy Vaught","4.2","37","13.0","1998"
"Stojko Vranković","2.0","2","6.0","1998"
"Antoine Walker","17.5","42","36.9","1998"
"Samaki Walker","4.9","39","14.6","1998"
"Ben Wallace","4.3","46","26.8","1998"
"John Wallace","7.4","48","16.9","1998"
"Rasheed Wallace","9.7","49","28.9","1998"
"Rex Walters","2.9","33","15.3","1998"
"Charlie Ward","6.7","50","31.1","1998"
"Eric Washington","4.8","38","20.0","1998"
"Jamie Watson","0.7","3","6.0","1998"
"Clarence Weatherspoon","5.4","49","21.2","1998"
"Chris Webber","18.5","42","40.9","1998"
"Bonzi Wells","2.9","7","5.0","1998"
"Bill Wennington","4.7","38","11.9","1998"
"David Wesley","10.9","50","37.0","1998"
"Doug West","4.6","14","21.0","1998"
"Mark West","1.2","49","10.2","1998"
"DeJuan Wheat","4.2","46","12.8","1998"
"Tyson Wheeler","1.0","1","3.0","1998"
"Jahidi White","1.6","20","9.6","1998"
"Chris Whitney","4.0","39","11.3","1998"
"Dominique Wilkins","4.9","27","9.3","1998"
"Gerald Wilkins","3.0","3","9.3","1998"
"Aaron Williams","3.1","40","11.5","1998"
"Alvin Williams","4.7","50","21.0","1998"
"Brandon Williams","0.0","3","1.3","1998"
"Eric Williams","5.8","38","20.5","1998"
"Herb Williams","1.3","6","5.7","1998"
"Hot Rod Williams","1.3","25","16.1","1998"
"Jason Williams","12.3","50","36.1","1998"
"Jayson Williams","7.3","30","34.0","1998"
"Jerome Williams","5.0","50","23.1","1998"
"Micheal Williams","2.5","2","7.5","1998"
"Monty Williams","2.0","1","6.0","1998"
"Scott Williams","2.4","7","6.6","1998"
"Shammond Williams","0.5","2","2.0","1998"
"Travis Williams","1.6","8","7.8","1998"
"Walt Williams","7.2","48","21.8","1998"
"Corliss Williamson","11.1","50","27.5","1998"
"Kevin Willis","10.6","42","29.0","1998"
"David Wingate","0.8","20","4.6","1998"
"Trevor Winter","0.0","1","5.0","1998"
"Joe Wolf","0.3","3","4.0","1998"
"Haywoode Workman","5.9","29","28.1","1998"
"Lorenzen Wright","5.4","48","23.6","1998"
"Korleone Young","3.3","3","5.0","1998"
"Tariq Abdul-Wahad","10.6","61","25.9","1999"
"Shareef Abdur-Rahim","15.6","82","39.3","1999"
"Cory Alexander","3.4","29","11.3","1999"
"Ray Allen","17.2","82","37.4","1999"
"Rafer Alston","3.5","27","13.4","1999"
"John Amaechi","8.8","80","21.1","1999"
"Derek Anderson","13.4","64","34.4","1999"
"Kenny Anderson","12.0","82","31.6","1999"
"Nick Anderson","10.9","72","29.1","1999"
"Shandon Anderson","9.5","82","32.9","1999"
"Chris Anstey","5.0","73","13.8","1999"
"Greg Anthony","5.1","82","18.9","1999"
"B.J. Armstrong","6.9","27","21.6","1999"
"Darrell Armstrong","13.6","82","31.6","1999"
"Chucky Atkins","9.0","82","19.8","1999"
"Stacey Augmon","3.0","59","11.7","1999"
"Isaac Austin","6.0","59","19.9","1999"
"Anthony Avent","2.0","49","7.7","1999"
"William Avery","3.1","59","8.2","1999"
"Toby Bailey","3.0","46","9.8","1999"
"Vin Baker","14.3","79","36.1","1999"
"Charles Barkley","11.1","20","31.0","1999"
"Dana Barros","6.0","72","15.8","1999"
"Brent Barry","8.8","80","34.1","1999"
"Drew Barry","2.1","16","9.9","1999"
"Jon Barry","5.6","62","20.7","1999"
"Tony Battie","5.6","82","18.4","1999"
"Jonathan Bender","2.9","24","5.4","1999"
"Benoit Benjamin","1.0","3","2.7","1999"
"Corey Benjamin","7.3","48","18.0","1999"
"Mario Bennett","3.0","1","3.0","1999"
"Travis Best","6.8","82","20.6","1999"
"Mike Bibby","12.6","82","38.5","1999"
"Chauncey Billups","7.8","13","23.5","1999"
"Mookie Blaylock","11.5","73","33.7","1999"
"Corie Blount","2.3","38","11.7","1999"
"Muggsy Bogues","4.5","80","21.6","1999"
"Etdrick Bohannon","1.0","13","9.1","1999"
"Calvin Booth","4.2","11","13.0","1999"
"Lazaro Borrell","3.7","17","9.8","1999"
"Cal Bowdler","2.5","46","9.2","1999"
"Bruce Bowen","2.8","69","12.7","1999"
"Ryan Bowen","2.3","52","11.3","1999"
"Ira Bowman","0.2","11","1.8","1999"
"Earl Boykins","4.5","26","10.0","1999"
"Shawn Bradley","7.2","77","24.7","1999"
"A.J. Bramlett","2.6","8","7.6","1999"
"Elton Brand","16.1","81","37.0","1999"
"Terrell Brandon","14.7","71","36.4","1999"
"Chucky Brown","5.2","63","17.4","1999"
"Dee Brown","6.8","38","17.7","1999"
"Marcus Brown","2.3","6","7.5","1999"
"P.J. Brown","8.4","80","28.8","1999"
"Randy Brown","7.4","59","27.5","1999"
"Rick Brunson","1.9","37","7.8","1999"
"Kobe Bryant","17.9","66","38.2","1999"
"Mark Bryant","4.6","75","22.8","1999"
"Greg Buckner","4.9","48","19.2","1999"
"Jud Buechler","2.7","58","11.3","1999"
"Rodney Buford","4.4","34","11.4","1999"
"Matt Bullard","6.1","56","18.3","1999"
"Scott Burrell","5.7","74","18.1","1999"
"Jason Caffey","9.5","71","30.4","1999"
"Michael Cage","1.2","20","12.1","1999"
"Marcus Camby","8.0","59","26.2","1999"
"Elden Campbell","10.6","78","32.5","1999"
"Antoine Carr","3.0","21","10.5","1999"
"Chris Carr","8.7","57","20.5","1999"
"Anthony Carter","6.4","79","23.5","1999"
"Vince Carter","20.7","82","38.1","1999"
"Sam Cassell","14.4","81","35.8","1999"
"Kelvin Cato","6.2","65","24.3","1999"
"Duane Causwell","1.5","25","7.4","1999"
"Cedric Ceballos","14.5","69","29.9","1999"
"John Celestand","2.8","16","11.6","1999"
"Rex Chapman","6.0","53","18.1","1999"
"Calbert Cheaney","4.1","67","19.5","1999"
"Pete Chilcutt","2.3","56","10.7","1999"
"Chris Childs","5.0","71","23.6","1999"
"Doug Christie","10.5","73","31.0","1999"
"Keon Clark","6.5","81","22.8","1999"
"Keith Closs","3.5","57","14.4","1999"
"Derrick Coleman","13.2","74","31.7","1999"
"Bimbo Coles","7.6","80","24.1","1999"
"Marty Conlon","0.7","3","3.0","1999"
"Tyrone Corbin","4.6","54","17.4","1999"
"Chris Crawford","4.2","55","12.1","1999"
"Austin Croshere","8.1","81","23.3","1999"
"John Crotty","3.6","69","13.6","1999"
"Terry Cummings","8.0","22","18.1","1999"
"Vonteego Cummings","8.7","75","23.9","1999"
"Bill Curley","2.4","28","11.0","1999"
"Dell Curry","6.8","67","16.3","1999"
"Michael Curry","4.6","82","19.6","1999"
"Erick Dampier","8.2","21","23.6","1999"
"Antonio Daniels","5.1","68","17.6","1999"
"Kornél Dávid","4.9","32","14.8","1999"
"Antonio Davis","9.0","79","31.4","1999"
"Baron Davis","5.3","82","18.6","1999"
"Ben Davis","1.2","5","4.4","1999"
"Dale Davis","8.1","74","28.7","1999"
"Emanual Davis","4.1","54","13.0","1999"
"Hubert Davis","5.9","79","23.0","1999"
"Mark Davis","6.0","23","20.2","1999"
"Ricky Davis","3.9","48","11.9","1999"
"Todd Day","5.7","58","16.2","1999"
"Andrew DeClercq","5.4","82","22.3","1999"
"Vinny Del Negro","4.9","67","18.1","1999"
"Tony Delk","6.1","46","14.8","1999"
"Derrick Dial","5.8","8","11.9","1999"
"Michael Dickerson","15.5","82","37.8","1999"
"Vlade Divac","9.3","82","29.0","1999"
"Michael Doleac","6.6","81","16.5","1999"
"Sherman Douglas","4.5","20","15.5","1999"
"Bryce Drew","5.7","72","18.0","1999"
"Chris Dudley","1.4","47","9.8","1999"
"Tim Duncan","17.3","74","38.9","1999"
"Howard Eisley","8.2","82","25.6","1999"
"Obinna Ekezie","2.3","39","9.0","1999"
"Mario Elie","5.8","79","28.1","1999"
"Sean Elliott","5.6","19","20.6","1999"
"Dale Ellis","3.8","42","13.4","1999"
"LaPhonso Ellis","8.0","58","22.6","1999"
"Pervis Ellison","1.4","30","9.0","1999"
"Evan Eschmeyer","2.3","31","12.0","1999"
"Patrick Ewing","12.5","62","32.8","1999"
"Tony Farmer","4.2","74","16.2","1999"
"Jamie Feick","5.2","81","27.7","1999"
"Danny Ferry","6.0","63","21.0","1999"
"Michael Finley","20.0","82","42.2","1999"
"Derek Fisher","6.2","78","23.1","1999"
"Danny Fortson","4.8","55","15.6","1999"
"Greg Foster","3.7","60","12.0","1999"
"Jeff Foster","1.2","19","4.5","1999"
"Rick Fox","6.1","82","18.0","1999"
"Adonal Foyle","5.0","76","21.8","1999"
"Steve Francis","14.5","77","36.1","1999"
"Todd Fuller","3.0","41","9.7","1999"
"Lawrence Funderburke","4.7","75","13.7","1999"
"Kevin Garnett","18.8","81","40.0","1999"
"Dean Garrett","1.9","56","10.8","1999"
"Kiwane Garris","3.3","3","7.7","1999"
"Pat Garrity","7.1","82","18.0","1999"
"Chris Gatling","9.4","85","21.3","1999"
"Matt Geiger","9.1","65","21.6","1999"
"Devean George","2.9","49","7.0","1999"
"Kendall Gill","12.6","76","31.0","1999"
"Armen Gilliam","6.1","50","15.6","1999"
"Dion Glover","5.7","30","14.9","1999"
"Brian Grant","5.6","63","21.0","1999"
"Gary Grant","4.7","3","8.0","1999"
"Horace Grant","7.9","76","35.4","1999"
"Devin Gray","1.8","21","5.9","1999"
"A.C. Green","4.7","82","23.5","1999"
"Adrian Griffin","5.7","72","26.8","1999"
"Tom Gugliotta","11.9","54","32.7","1999"
"Darvin Ham","3.7","35","22.6","1999"
"Richard Hamilton","8.5","71","19.3","1999"
"Thomas Hamilton","3.6","22","12.4","1999"
"Tom Hammonds","1.7","56","6.6","1999"
"Anfernee Hardaway","13.3","60","37.6","1999"
