"player_name","field_goal_attempt","games_played","minutes_played_per_game","year"
"Tim Hardaway","12.3","52","32.2","1999"
"Ron Harper","6.6","80","25.5","1999"
"Matt Harpring","4.3","4","15.8","1999"
"Al Harrington","5.3","50","17.1","1999"
"Othella Harrington","10.1","82","32.6","1999"
"Lucious Harris","6.0","77","19.6","1999"
"Antonio Harvey","1.6","19","7.2","1999"
"Hersey Hawkins","6.1","61","26.6","1999"
"Michael Hawkins","1.1","12","3.0","1999"
"Alan Henderson","11.3","82","33.8","1999"
"Cedric Henderson","5.3","61","18.1","1999"
"Mark Hendrickson","0.5","15","4.7","1999"
"Chris Herren","2.8","45","13.3","1999"
"Grant Hill","19.2","74","37.5","1999"
"Tyrone Hill","9.6","68","31.7","1999"
"Fred Hoiberg","7.4","31","27.3","1999"
"Derek Hood","1.5","2","2.0","1999"
"Jeff Hornacek","9.5","77","27.7","1999"
"Robert Horry","4.8","76","22.2","1999"
"Allan Houston","15.5","82","38.6","1999"
"Juwan Howard","13.5","82","35.5","1999"
"Troy Hudson","8.7","62","25.7","1999"
"Larry Hughes","14.0","82","28.3","1999"
"Rick Hughes","3.4","21","10.7","1999"
"Lindsey Hunter","10.9","82","35.6","1999"
"Allen Iverson","24.8","70","40.8","1999"
"Bobby Jackson","4.7","73","14.2","1999"
"Jaren Jackson","6.0","81","20.9","1999"
"Jermaine Jackson","1.6","7","10.4","1999"
"Jim Jackson","15.6","79","35.0","1999"
"Mark Jackson","7.0","81","27.0","1999"
"Randell Jackson","0.0","1","1.0","1999"
"Sam Jacobson","4.1","52","13.1","1999"
"Tim James","3.5","4","5.8","1999"
"Antawn Jamison","17.6","43","36.2","1999"
"Harold Jamison","1.7","12","6.2","1999"
"Anthony Johnson","2.9","56","11.4","1999"
"Avery Johnson","10.4","82","31.4","1999"
"DeMarco Johnson","1.8","5","7.4","1999"
"Ervin Johnson","3.5","80","26.6","1999"
"Kevin Johnson","4.7","6","18.8","1999"
"Larry Johnson","9.3","70","32.6","1999"
"Charles Jones","3.6","56","11.8","1999"
"Damon Jones","3.8","55","11.1","1999"
"Eddie Jones","15.5","72","39.0","1999"
"Jumaine Jones","1.8","33","4.2","1999"
"Popeye Jones","2.6","40","8.3","1999"
"Reggie Jordan","1.5","36","6.8","1999"
"Adam Keefe","2.1","62","9.7","1999"
"Shawn Kemp","14.1","82","30.4","1999"
"Steve Kerr","2.3","32","8.4","1999"
"Jerome Kersey","4.9","72","18.2","1999"
"Lari Ketner","1.5","22","6.0","1999"
"Jason Kidd","12.8","67","39.0","1999"
"Gerard King","4.5","62","17.1","1999"
"Kerry Kittles","11.3","62","30.6","1999"
"Joe Kleine","1.6","7","4.4","1999"
"Brevin Knight","8.6","65","27.0","1999"
"Travis Knight","1.9","63","6.5","1999"
"Toni Kukoč","13.0","56","31.9","1999"
"Christian Laettner","9.8","82","29.8","1999"
"Raef LaFrentz","10.9","81","30.1","1999"
"Andrew Lang","3.4","19","12.8","1999"
"Antonio Lang","0.6","10","3.8","1999"
"Trajan Langdon","4.0","10","14.5","1999"
"Rusty LaRue","10.8","4","32.3","1999"
"Tim Legler","3.4","23","12.3","1999"
"Voshon Lenard","10.6","53","27.1","1999"
"Quincy Lewis","4.0","74","12.1","1999"
"Rashard Lewis","6.9","82","19.2","1999"
"Randy Livingston","4.7","79","13.7","1999"
"Grant Long","4.0","42","21.9","1999"
"Luc Longley","5.5","72","19.7","1999"
"Felipe López","4.0","65","12.0","1999"
"Tyronn Lue","4.9","8","18.3","1999"
"George Lynch","8.6","75","32.2","1999"
"Todd MacCulloch","2.9","56","9.4","1999"
"Sam Mack","5.3","23","14.5","1999"
"Don MacLean","3.1","16","8.9","1999"
"Corey Maggette","6.1","77","17.8","1999"
"Dan Majerle","6.1","69","33.4","1999"
"Karl Malone","18.0","82","35.9","1999"
"Matt Maloney","6.2","51","23.0","1999"
"Danny Manning","4.7","72","16.9","1999"
"Stephon Marbury","17.8","74","38.9","1999"
"Shawn Marion","9.2","51","24.7","1999"
"Sean Marks","1.2","5","2.4","1999"
"Donny Marshall","1.8","6","6.5","1999"
"Donyell Marshall","13.1","64","32.4","1999"
"Darrick Martin","4.9","71","12.6","1999"
"Jamal Mashburn","15.2","76","37.2","1999"
"Anthony Mason","8.1","82","38.2","1999"
"Tony Massenburg","3.6","10","10.9","1999"
"Vernon Maxwell","10.4","47","21.0","1999"
"Walter McCarty","3.8","61","14.4","1999"
"George McCloud","8.2","78","27.2","1999"
"Jelani McCoy","3.1","58","12.9","1999"
"Antonio McDyess","15.0","81","33.3","1999"
"Tracy McGrady","12.9","79","31.2","1999"
"Jim McIlvaine","2.3","66","15.9","1999"
"Jeff McInnis","7.4","25","23.9","1999"
"Derrick McKey","3.4","32","19.8","1999"
"Aaron McKie","7.2","82","23.8","1999"
"Roshown McLeod","7.5","44","19.5","1999"
"Ron Mercer","15.9","68","35.0","1999"
"Andre Miller","9.2","82","25.5","1999"
"Anthony Miller","2.8","35","13.6","1999"
"Brad Miller","5.3","55","17.5","1999"
"Oliver Miller","4.6","51","21.3","1999"
"Reggie Miller","12.9","81","36.9","1999"
"Chris Mills","14.6","20","32.5","1999"
"Terry Mills","6.0","82","22.5","1999"
"Jason Miskiri","1.0","1","3.0","1999"
"Sam Mitchell","5.7","66","18.6","1999"
"Cuttino Mobley","12.5","81","30.8","1999"
"Nazr Mohammed","1.9","28","6.8","1999"
"Eric Montross","1.1","51","6.5","1999"
"Mikki Moore","4.8","29","16.8","1999"
"Alonzo Mourning","15.0","79","34.8","1999"
"Chris Mullin","4.0","47","12.4","1999"
"Eric Murdock","5.1","40","17.3","1999"
"Gheorghe Mureșan","3.0","30","8.9","1999"
"Lamond Murray","13.8","74","32.0","1999"
"Tracy Murray","8.4","80","22.9","1999"
"Dikembe Mutombo","7.0","82","36.4","1999"
"Steve Nash","6.5","56","27.4","1999"
"Tyrone Nesby","12.5","73","31.7","1999"
"Rasho Nesterović","5.3","82","21.0","1999"
"Johnny Newman","7.6","82","21.5","1999"
"Moochie Norris","5.3","30","16.7","1999"
"Dirk Nowitzki","13.6","82","35.8","1999"
"Jermaine O'Neal","3.2","70","12.3","1999"
"Shaquille O'Neal","21.1","79","40.0","1999"
"Charles Oakley","7.0","80","30.4","1999"
"Lamar Odom","13.5","76","36.4","1999"
"Hakeem Olajuwon","9.6","44","23.8","1999"
"Kevin Ollie","1.2","40","7.3","1999"
"Michael Olowokandi","9.5","80","31.2","1999"
"Greg Ostertag","3.3","81","19.8","1999"
"Bo Outlaw","4.1","82","28.4","1999"
"Doug Overton","3.2","48","9.0","1999"
"Billy Owens","5.8","62","21.0","1999"
"Robert Pack","7.9","29","22.9","1999"
"Scott Padgett","3.0","47","9.2","1999"
"Milt Palacio","1.8","53","7.4","1999"
"Anthony Parker","3.6","16","11.6","1999"
"Cherokee Parks","2.6","56","14.4","1999"
"Andrae Patterson","0.8","5","4.0","1999"
"Ruben Patterson","8.2","81","25.9","1999"
"Gary Payton","20.3","82","41.8","1999"
"Anthony Peeler","8.8","82","25.3","1999"
"Will Perdue","2.5","67","15.1","1999"
"Sam Perkins","5.4","81","20.0","1999"
"Elliot Perry","4.9","60","13.4","1999"
"Chuck Person","3.3","37","9.2","1999"
"Wesley Person","8.3","79","26.0","1999"
"Bobby Phills","12.0","28","29.5","1999"
"Eric Piatkowski","7.6","75","22.8","1999"
"Paul Pierce","15.1","73","35.4","1999"
"Scottie Pippen","10.5","82","33.5","1999"
"Scot Pollard","3.7","76","17.6","1999"
"Olden Polynice","4.9","82","22.2","1999"
"Terry Porter","6.8","68","23.7","1999"
"James Posey","6.6","81","25.3","1999"
"Vitaly Potapenko","7.8","79","22.7","1999"
"Brent Price","2.9","41","10.3","1999"
"Laron Profit","1.8","33","6.8","1999"
"Aleksandar Radojević","2.3","3","8.0","1999"
"Theo Ratliff","8.6","57","31.5","1999"
"Eldridge Recasner","1.0","7","4.0","1999"
"Bryant Reeves","8.1","69","25.7","1999"
"Khalid Reeves","4.0","3","16.0","1999"
"Don Reid","2.9","38","13.1","1999"
"J.R. Reid","3.7","34","17.7","1999"
"Rodrick Rhodes","3.0","1","8.0","1999"
"Glen Rice","12.3","80","31.6","1999"
"Mitch Richmond","14.2","74","32.4","1999"
"Isaiah Rider","17.9","60","34.7","1999"
"Stanley Roberts","3.2","5","10.2","1999"
"Ryan Robertson","6.0","1","25.0","1999"
"Clifford Robinson","14.3","80","35.5","1999"
"David Robinson","12.9","80","32.0","1999"
"Eddie Robinson","5.8","67","16.6","1999"
"Glenn Robinson","18.0","81","35.9","1999"
"Dennis Rodman","2.6","12","32.4","1999"
"Carlos Rogers","6.1","53","20.8","1999"
"Rodney Rogers","10.7","82","27.9","1999"
"Roy Rogers","2.2","40","8.9","1999"
"Sean Rooks","4.0","71","14.1","1999"
"Jalen Rose","15.0","80","37.2","1999"
"Malik Rose","5.2","74","18.1","1999"
"Michael Ruffin","1.9","71","13.7","1999"
"Bryon Russell","11.1","82","35.4","1999"
"Arvydas Sabonis","9.1","66","25.6","1999"
"John Salley","1.5","45","6.7","1999"
"Detlef Schrempf","5.6","77","21.6","1999"
"Dennis Scott","5.0","66","19.1","1999"
"Malik Sealy","9.5","82","29.2","1999"
"Brian Shaw","4.4","74","16.9","1999"
"Dickey Simpkins","4.0","69","23.9","1999"
"Brian Skinner","4.1","33","23.5","1999"
"Joe Smith","8.0","78","25.3","1999"
"Michael Smith","4.2","46","24.9","1999"
"Steve Smith","11.0","82","32.8","1999"
"Rik Smits","11.3","79","23.4","1999"
"Eric Snow","7.3","82","35.0","1999"
"Felton Spencer","1.3","26","5.7","1999"
"Latrell Sprewell","15.9","82","40.0","1999"
"Ryan Stack","2.0","25","7.9","1999"
"Jerry Stackhouse","17.6","82","38.4","1999"
"John Starks","14.6","37","32.2","1999"
"Vladimir Stepania","2.6","30","6.7","1999"
"Joe Stephens","3.9","13","13.9","1999"
"Michael Stewart","1.3","42","9.3","1999"
"Bryant Stith","4.2","45","15.4","1999"
"John Stockton","8.8","82","29.7","1999"
"Peja Stojaković","9.7","74","23.6","1999"
"Damon Stoudamire","11.5","78","30.4","1999"
"Erick Strickland","10.7","68","29.8","1999"
"Mark Strickland","3.9","58","11.4","1999"
"Rod Strickland","11.0","69","31.7","1999"
"Derek Strong","2.4","20","7.4","1999"
"Bruno Šundov","2.2","14","4.4","1999"
"Bob Sura","11.2","73","30.4","1999"
"Wally Szczerbiak","9.2","73","29.7","1999"
"Žan Tabak","1.9","18","6.3","1999"
"Johnny Taylor","2.3","6","5.7","1999"
"Maurice Taylor","15.9","62","35.9","1999"
"Jason Terry","7.4","81","23.3","1999"
"Jamel Thomas","2.6","7","6.6","1999"
"John Thomas","1.9","55","8.7","1999"
"Kenny Thomas","7.4","72","25.0","1999"
"Kurt Thomas","6.7","80","24.6","1999"
"Tim Thomas","9.4","80","26.2","1999"
"Otis Thorpe","4.8","51","15.2","1999"
"Robert Traylor","2.8","44","10.2","1999"
"Gary Trent","12.9","11","27.4","1999"
"Mirsad Türkcan","2.2","17","5.3","1999"
"Wayne Turner","2.0","3","13.7","1999"
"Nick Van Exel","15.4","79","37.3","1999"
"Keith Van Horn","15.7","80","34.8","1999"
"Jacque Vaughn","3.4","78","11.3","1999"
"Loy Vaught","2.1","43","6.8","1999"
"Fred Vinson","2.1","8","5.0","1999"
"Antoine Walker","18.4","82","36.6","1999"
"Samaki Walker","4.3","71","13.8","1999"
"Ben Wallace","4.1","81","24.2","1999"
"John Wallace","5.5","60","13.3","1999"
"Rasheed Wallace","12.9","81","35.1","1999"
"Rex Walters","2.8","33","11.8","1999"
"Charlie Ward","6.2","72","27.6","1999"
"Clarence Weatherspoon","5.4","78","20.7","1999"
"Chris Webber","20.6","75","38.4","1999"
"Bonzi Wells","7.3","66","17.6","1999"
"Bill Wennington","2.7","7","8.1","1999"
"David Wesley","11.6","82","33.7","1999"
"Doug West","3.8","38","15.3","1999"
"Mark West","0.5","22","5.8","1999"
"Jahidi White","5.6","80","19.2","1999"
"Chris Whitney","6.4","82","19.8","1999"
"Aaron Williams","5.6","81","19.1","1999"
"Alvin Williams","5.2","55","14.2","1999"
"Eric Williams","5.7","68","20.3","1999"
"Jason Williams","12.0","81","34.1","1999"
"Jerome Williams","5.6","82","25.6","1999"
"Lorenzo Williams","1.1","8","9.5","1999"
"Monty Williams","7.2","75","20.0","1999"
"Scott Williams","6.3","68","21.9","1999"
"Shammond Williams","5.2","43","12.0","1999"
"Walt Williams","9.0","76","24.5","1999"
"Corliss Williamson","8.2","76","22.5","1999"
"Kevin Willis","7.2","79","21.3","1999"
"Dedric Willoughby","7.2","25","20.3","1999"
"David Wingate","1.3","7","4.6","1999"
"Haywoode Workman","2.5","36","9.7","1999"
"Metta World Peace","10.5","72","31.1","1999"
"Lorenzen Wright","4.8","75","16.1","1999"
"Tim Young","1.6","25","5.5","1999"
"Mahmoud Abdul-Rauf","6.0","41","11.9","2000"
"Tariq Abdul-Wahad","3.8","29","14.5","2000"
"Shareef Abdur-Rahim","15.8","81","40.0","2000"
"Cory Alexander","2.2","26","8.7","2000"
"Courtney Alexander","8.8","65","21.3","2000"
"Ray Allen","16.0","82","38.2","2000"
"Rafer Alston","2.3","37","7.8","2000"
"John Amaechi","7.2","82","20.9","2000"
"Derek Anderson","12.1","82","34.9","2000"
"Kenny Anderson","6.9","33","25.7","2000"
"Nick Anderson","2.7","21","8.0","2000"
"Shandon Anderson","7.2","82","29.2","2000"
"Greg Anthony","4.4","58","14.8","2000"
"Darrell Armstrong","13.4","75","36.9","2000"
"Chucky Atkins","11.8","81","29.2","2000"
"Stacey Augmon","4.0","66","17.9","2000"
"Isaac Austin","5.2","52","16.3","2000"
"William Avery","2.6","55","8.4","2000"
"Dalibor Bagarić","1.9","35","7.4","2000"
"Vin Baker","10.8","76","28.0","2000"
"Erick Barkley","2.8","8","4.8","2000"
"Dana Barros","6.9","60","18.0","2000"
"Brent Barry","6.0","67","26.5","2000"
"Jon Barry","4.1","62","16.3","2000"
"Tony Battie","5.0","40","21.1","2000"
"Raja Bell","1.4","5","6.0","2000"
"Jonathan Bender","3.2","59","9.7","2000"
"Corey Benjamin","4.6","65","13.2","2000"
"David Benoit","3.0","49","9.1","2000"
"Travis Best","10.2","77","31.9","2000"
"Mike Bibby","14.1","82","38.9","2000"
"Chauncey Billups","7.6","77","23.2","2000"
"Mookie Blaylock","11.6","69","34.1","2000"
"Corie Blount","4.3","68","19.2","2000"
"Mark Blount","3.1","64","17.2","2000"
"Muggsy Bogues","0.7","3","11.3","2000"
"Etdrick Bohannon","0.7","6","3.2","2000"
"Calvin Booth","4.6","55","17.0","2000"
"Cal Bowdler","2.6","44","8.5","2000"
"Bruce Bowen","7.1","82","32.7","2000"
"Ryan Bowen","2.5","57","12.2","2000"
"Ira Bowman","0.7","3","6.3","2000"
"Earl Boykins","6.3","10","14.9","2000"
"Shawn Bradley","5.5","82","24.4","2000"
"Elton Brand","16.4","74","39.3","2000"
"Terrell Brandon","14.5","78","36.2","2000"
"Chucky Brown","3.7","26","13.0","2000"
"Dee Brown","6.3","7","22.1","2000"
"P.J. Brown","7.0","80","35.1","2000"
"Randy Brown","4.4","54","22.9","2000"
"Rick Brunson","2.5","22","9.5","2000"
"Kobe Bryant","22.2","68","40.9","2000"
"Mark Bryant","1.1","18","5.6","2000"
"Greg Buckner","5.2","37","22.2","2000"
"Jud Buechler","2.9","57","12.9","2000"
"Rodney Buford","5.1","47","12.2","2000"
"Matt Bullard","5.0","61","16.4","2000"
"Scott Burrell","3.8","4","10.3","2000"
"Jason Caffey","5.2","70","20.9","2000"
"Marcus Camby","9.2","63","33.8","2000"
"Elden Campbell","10.7","78","30.0","2000"
"Brian Cardinal","2.1","15","8.4","2000"
"Chris Carr","3.2","35","8.8","2000"
"Anthony Carter","6.7","72","22.6","2000"
"Vince Carter","22.1","75","39.7","2000"
"Sam Cassell","14.9","76","35.6","2000"
"Kelvin Cato","3.2","35","17.8","2000"
"Duane Causwell","2.7","31","12.4","2000"
"Cedric Ceballos","5.7","40","14.0","2000"
"Calbert Cheaney","3.3","9","17.0","2000"
"Chris Childs","4.4","77","24.1","2000"
"Doug Christie","9.7","81","36.3","2000"
"Keon Clark","6.4","81","21.2","2000"
"Mateen Cleaves","5.1","78","16.3","2000"
"John Coker","1.3","6","5.3","2000"
"Derrick Coleman","7.5","34","20.1","2000"
"Bimbo Coles","5.1","47","17.1","2000"
"Jason Collier","3.1","23","9.7","2000"
"Sean Colson","1.8","13","3.4","2000"
"Tyrone Corbin","2.5","15","7.8","2000"
"Chris Crawford","5.7","47","19.2","2000"
"Jamal Crawford","5.0","61","17.2","2000"
"Austin Croshere","8.7","81","23.1","2000"
"John Crotty","2.1","31","8.5","2000"
"Vonteego Cummings","7.8","66","22.7","2000"
"Bill Curley","2.4","20","9.6","2000"
"Dell Curry","5.4","71","13.5","2000"
"Michael Curry","4.7","68","21.8","2000"
"Erick Dampier","7.3","43","24.1","2000"
"Antonio Daniels","7.4","79","26.1","2000"
"Kornél Dávid","1.9","27","7.7","2000"
"Antonio Davis","11.1","78","35.0","2000"
"Baron Davis","11.7","82","38.9","2000"
"Dale Davis","6.0","81","26.7","2000"
"Emanual Davis","5.1","62","20.8","2000"
"Hubert Davis","6.6","66","25.6","2000"
"Ricky Davis","4.1","7","10.0","2000"
"Terry Davis","1.3","19","12.0","2000"
"Todd Day","3.8","31","11.1","2000"
"Andrew DeClercq","2.9","67","13.5","2000"
"Vinny Del Negro","3.6","65","14.2","2000"
"Tony Delk","11.3","82","27.9","2000"
"Derrick Dial","2.5","33","6.3","2000"
"Michael Dickerson","14.6","70","37.4","2000"
"Vlade Divac","9.3","81","29.9","2000"
"Michael Doleac","6.8","77","18.2","2000"
"Keyon Dooling","4.8","76","16.3","2000"
"Sherman Douglas","5.1","59","18.5","2000"
"Bryce Drew","6.8","48","27.2","2000"
"Chris Dudley","1.4","53","11.6","2000"
"Tim Duncan","17.1","82","38.7","2000"
"Tyus Edney","3.8","24","11.0","2000"
"Kevin Edwards","3.7","46","13.8","2000"
"Howard Eisley","8.2","82","29.6","2000"
"Obinna Ekezie","2.5","33","8.5","2000"
"Khalid El-Amin","6.2","50","18.7","2000"
"Mario Elie","3.6","68","22.1","2000"
"Sean Elliott","6.5","52","23.6","2000"
"LaPhonso Ellis","7.8","82","23.8","2000"
"Pervis Ellison","0.8","9","4.4","2000"
"Evan Eschmeyer","2.7","74","18.0","2000"
"Patrick Ewing","8.7","79","26.7","2000"
"Jamie Feick","3.8","6","24.8","2000"
"Danny Ferry","4.7","80","21.1","2000"
"Michael Finley","18.9","82","42.0","2000"
"Derek Fisher","9.4","20","35.5","2000"
"Marcus Fizer","9.0","72","21.9","2000"
"Danny Fortson","8.3","6","33.8","2000"
"Greg Foster","2.1","62","7.3","2000"
"Jeff Foster","3.0","71","16.2","2000"
"Rick Fox","7.9","82","27.9","2000"
"Adonal Foyle","6.5","58","25.1","2000"
"Steve Francis","15.2","80","39.9","2000"
"Todd Fuller","3.5","10","7.7","2000"
"Lawrence Funderburke","4.1","59","11.8","2000"
"Rubén Garcés","1.7","13","5.6","2000"
"Chris Garner","4.6","8","18.6","2000"
"Kevin Garnett","18.2","81","39.5","2000"
"Dean Garrett","2.2","70","11.9","2000"
"Pat Garrity","7.6","76","20.8","2000"
"Chris Gatling","9.9","74","22.6","2000"
"Matt Geiger","6.4","35","15.5","2000"
"Devean George","3.5","59","10.1","2000"
"Eddie Gill","5.1","8","19.0","2000"
"Kendall Gill","10.4","31","28.8","2000"
"Dion Glover","5.9","57","16.3","2000"
"Anthony Goldwire","4.0","20","10.1","2000"
"Steve Goodrich","1.5","12","11.1","2000"
"Brian Grant","12.3","82","33.8","2000"
"Gary Grant","1.8","4","4.3","2000"
"Horace Grant","7.4","77","31.0","2000"
"A.C. Green","4.0","82","17.2","2000"
"Adrian Griffin","2.2","44","8.6","2000"
"Tom Gugliotta","6.7","57","20.3","2000"
"A.J. Guyton","5.8","33","19.1","2000"
"Darvin Ham","2.8","29","18.6","2000"
"Richard Hamilton","16.0","78","32.3","2000"
"Zendon Hamilton","3.0","3","6.3","2000"
"Tom Hammonds","1.4","7","4.3","2000"
"Anfernee Hardaway","9.0","4","28.0","2000"
"Tim Hardaway","13.5","77","33.9","2000"
"Ron Harper","5.8","47","24.2","2000"
"Matt Harpring","9.4","56","28.8","2000"
"Al Harrington","7.0","78","24.3","2000"
"Othella Harrington","6.9","74","24.5","2000"
"Lucious Harris","8.5","73","28.4","2000"
"Jason Hart","1.0","1","10.0","2000"
"Antonio Harvey","2.3","12","6.0","2000"
"Donnell Harvey","0.8","18","3.6","2000"
"Hersey Hawkins","2.3","59","11.5","2000"
"Michael Hawkins","0.9","10","7.6","2000"
"Alan Henderson","9.2","73","24.8","2000"
"Cedric Henderson","4.8","55","17.5","2000"
"Chris Herren","3.8","25","16.3","2000"
"Grant Hill","10.8","4","33.3","2000"
"Tyrone Hill","7.7","76","31.1","2000"
"Fred Hoiberg","6.7","74","30.4","2000"
"Robert Horry","4.8","79","20.1","2000"
"Eddie House","4.9","50","11.0","2000"
"Allan Houston","15.5","78","36.6","2000"
"Juwan Howard","15.0","81","36.7","2000"
"Troy Hudson","5.0","75","13.4","2000"
"Larry Hughes","16.1","50","36.9","2000"
"Lindsey Hunter","9.5","82","24.4","2000"
"Zydrunas Ilgauskas","9.8","24","25.7","2000"
"Allen Iverson","25.5","71","42.0","2000"
"Bobby Jackson","6.7","79","20.9","2000"
"Jaren Jackson","2.5","16","7.1","2000"
"Jim Jackson","11.3","56","30.2","2000"
"Marc Jackson","10.6","48","29.4","2000"
"Mark Jackson","7.0","83","31.2","2000"
"Stephen Jackson","7.4","77","21.6","2000"
"Sam Jacobson","1.3","14","4.2","2000"
"Tim James","1.7","30","6.6","2000"
"Antawn Jamison","22.1","82","41.4","2000"
"Anthony Johnson","2.9","53","9.6","2000"
"Avery Johnson","5.5","55","23.5","2000"
"DerMarr Johnson","5.0","78","16.8","2000"
"Ervin Johnson","2.4","82","24.2","2000"
"Larry Johnson","9.2","65","32.4","2000"
"Damon Jones","5.9","71","19.9","2000"
"Eddie Jones","13.8","63","36.2","2000"
"Jumaine Jones","4.2","65","13.3","2000"
"Popeye Jones","3.4","45","14.2","2000"
"Garth Joseph","1.3","4","4.0","2000"
"Adam Keefe","2.4","67","12.5","2000"
"Shawn Kemp","6.1","68","15.9","2000"
"Steve Kerr","2.9","55","11.8","2000"
"Jerome Kersey","3.1","22","11.0","2000"
"Lari Ketner","0.0","3","2.3","2000"
"Jason Kidd","14.2","77","39.8","2000"
"Gerard King","3.9","45","15.7","2000"
"Brevin Knight","7.0","53","27.5","2000"
"Travis Knight","1.2","45","5.7","2000"
"Toni Kukoč","9.0","65","24.6","2000"
"Christian Laettner","7.1","78","21.3","2000"
"Raef LaFrentz","10.4","78","31.5","2000"
"Trajan Langdon","4.8","65","17.2","2000"
"Dan Langhi","3.0","33","7.3","2000"
"Voshon Lenard","10.6","80","29.1","2000"
"Quincy Lewis","3.5","35","11.5","2000"
"Rashard Lewis","11.4","78","34.9","2000"
"Randy Livingston","1.0","2","3.5","2000"
"Art Long","0.4","9","2.2","2000"
"Grant Long","4.8","66","22.8","2000"
"Luc Longley","2.2","25","12.0","2000"
"Felipe López","6.8","70","22.4","2000"
"Tyronn Lue","3.1","38","12.3","2000"
"George Lynch","7.5","82","32.3","2000"
